jpg,No,ユニット名,レア,BP,属性,HP,攻撃,防御,速度,総合,スキル,スキル説明,UF,UF説明,タクティクス1,タクティクス1説明,タクティクス2,タクティクス2説明,特性,サポート効果
1329.jpg,1329,ユリーカ,SSR,13,遠,"16,166","6,480","5,036",S-,"27,682",癒やしの光／絶,最もダメージが多い味方1人のHP回復[大],-,　,エース／真,パーティ全体の攻・防が中UP(3分間),-,　,-,-
1330.jpg,1330,ゾエ,SSR,12,遠,"17,183","5,997","4,100",S-,"27,280",暗闇の言霊／絶,一定確率で敵を暗闇状態にする[高確率],-,　,プロヴォーク／真,攻撃される確率が中UP(3分間),-,　,-,-
1332.jpg,1332,メビウス,SSR,13,斬,"16,651","7,655","5,044",A+,"29,350",天焔幻の一閃／絶,横一列攻撃[大]自分の攻撃力UP[大],-,　,シャドウ,バトル時の強襲CB率が小UP(3分間),-,　,-,-
1334.jpg,1334,フェリシアス,SSR,13,突,"17,949","5,340","5,986",SS-,"29,275",蒼突の追撃／真,味方の攻撃に一定確率で追撃[高確率],-,　,ランページ／真,バトルで獲得する騎士団戦スコアが中アップ(3分間),-,　,-,-
1336.jpg,1336,フレデリカ,SSR,13,打,"18,389","5,818","7,544",A-,"31,751",昏睡の言霊／絶,一定確率で敵を睡眠状態にする[高確率],-,　,リヴァイブ／真紫打,高確率で打属性のユニットを復帰,-,　,-,-
1338.jpg,1338,エディオ,SSR,13,遠,"19,881","5,887","4,526",S-,"30,294",遠翠の聖護,味方遠属性の防御力をUP[大],-,　,キャッスルヴェール,城の強度Lvが小UP(3分間),-,　,-,-
1343.jpg,1343,シルヴェストル,SSR,13,突,"19,206","5,718","5,324",SS-,"30,248",対紫の薙風／絶,打に強く遠に弱い横一列攻撃[大],-,　,フォートレス／真,パーティ全体の防御力が中UP(3分間),-,　,-,-
1345.jpg,1345,ミネット,SSR,13,打,"18,892","6,265","6,746",A-,"31,903",打鋭の五連月,ランダムで2～5連撃。攻撃毎に与ダメ2倍[低確率],-,　,アサルト／真,パーティ全体の攻撃力が中UP(3分間),-,　,-,-
1347.jpg,1347,ギルバード,SSR,13,打,"19,679","5,997","7,030",A-,"32,706",聖天消滅／遠翠,敵遠属性の攻撃力と防御力をDOWN[大],-,　,ヒール／真,生存ユニットのHPを中回復,-,　,-,-
1349.jpg,1349,マーヴェル,SSR,13,遠,"18,851","6,580","4,313",S-,"29,744",天幻瞑の包囲陣／絶,敵全体攻撃[大]自分の攻撃力UP[大],-,　,リヴァイブ／真,中確率で戦闘不能ユニットを復帰,-,　,-,-
1355.jpg,1355,ランサー,SSR,13,突,"16,808","5,746","6,080",SS-,"28,634",解除の一撃／真,単体固定ダメージ[中]+敵ステータスUP解除,-,　,ジャガーノート／真,バトルで敵を全滅するとBPが中回復(バトル3回),-,　,-,-
1357.jpg,1357,アーチャー,SSR,13,斬,"17,573","6,952","5,549",A+,"30,074",斬紅の覇道,味方斬属性の攻撃力をUP[大],-,　,ステルス／真,強襲CBの発生確率・強襲時獲得ポイント中UP(3回),-,　,-,-
1360.jpg,1360,セイバー,SSR,13,斬,"14,445","7,896","5,284",A+,"27,625",地魔幻の閃光／絶,縦一列に攻撃[大]自分の防御力UP[大],-,　,エースオーダー,騎士団全体の攻・防が小UP(3分間),-,　,-,-
1362.jpg,1362,ギルガメッシュ,SSR,13,遠,"16,977","7,002","4,452",S-,"28,431",天幻射の四連撃／真,ランダム4連続攻撃[中]自分の攻撃力UP[中],-,　,ランページ／真,バトルで獲得する騎士団戦スコアが中アップ(3分間),-,　,-,-
1365.jpg,1365,ユキッド,SSR,12,打,"18,877","5,146","6,743",A-,"30,766",対紅の薙風／絶,斬に強く突に弱い横一列攻撃[大],-,　,ヒール／真紫打,打属性の生存ユニットのHPを高確率で全回復,-,　,-,-
1367.jpg,1367,ペチカ,SSR,13,斬,"14,681","7,539","4,682",S+,"26,902",天魔幻の閃光／絶,縦一列攻撃[大]自分の攻撃力UP[大],-,　,ハイド／真,攻撃される確率が中DOWN(3分間),-,　,-,-
1369.jpg,1369,トリム,SSR,13,突,"17,534","5,221","6,444",SS-,"29,199",突鋭の五連撃 ,ランダム5連続攻撃[小][低確率]でダメージ2倍,-,　,ヒール／真蒼突,突属性の生存ユニットのHPを高確率で全回復,-,　,-,-
1371.jpg,1371,レア,SSR,13,打,"21,231","5,039","7,582",A-,"33,852",強奪者の雷／絶,単体攻撃（宝箱優先／追加ダメージ）[大],-,　,アサルト／真,パーティ全体の攻撃力が中UP(3分間),-,　,-,-
1373.jpg,1373,フェリクス,SSR,13,遠,"16,952","5,915","5,307",S-,"28,174",光芒の覇道 ,味方全体の攻撃力をUP[大],-,　,フォートレスオーダー,騎士団全体の防御力が小UP(3分間),-,　,-,-
1375.jpg,1375,ロッテ,SSR,13,斬,"15,745","7,094","4,745",S+,"27,584",斬紅の業火／真,次の攻撃でダメージが上昇する[中],-,　,リヴァイブ／真斬紅,高確率で斬属性のユニットを復帰,-,　,-,-
1376.jpg,1376,イルメリ,SSR,13,斬,"15,441","8,033","5,264",A+,"28,738",対翠の交叉線／絶,遠に強く打に弱いX字型に攻撃[大],-,　,エース,パーティ全体の攻・防が小UP(3分間),-,　,-,-
1378.jpg,1378,デフロット,SSR,12,突,"15,555","5,319","5,687",SS-,"26,561",焔幻の一閃／絶,横一列に攻撃[大],-,　,アサルト／真,パーティ全体の攻撃力が中UP(3分間),-,　,-,-
1379.jpg,1379,デフロット,SSR,13,突,"16,979","5,804","6,015",SS-,"28,798",焔幻の一閃／絶,横一列に攻撃[大],-,　,アサルト／真,パーティ全体の攻撃力が中UP(3分間),-,　,-,-
1380.jpg,1380,デフロット,UR,14,突,"17,591","6,015","7,534",SS+,"31,140",焔幻の一閃／煌,横一列に攻撃[特大],-,　,アサルト／絶,パーティ全体の攻撃力が大UP(3分間),-,　,-,-
1382.jpg,1382,エメーリエ,SSR,13,斬,"17,928","7,713","4,529",A+,"30,170",対蒼の縦十字／絶,突に強く斬に弱い十字型攻撃[大],-,　,アサルト／真,パーティ全体の攻撃力が中UP(3分間),-,　,-,-
1384.jpg,1384,アルファ,SSR,13,突,"18,899","5,908","5,282",SS-,"30,089",聖天消滅／光芒,敵全体の攻撃力と防御力をDOWN[大],-,　,ランページ／真,バトルで獲得する騎士団戦スコアが中アップ(3分間),-,　,-,-
1386.jpg,1386,マリー,UR,14,打,"22,251","6,453","8,729",S,"37,433",天幻光の交叉線／煌,X字型攻撃[特大]自分の攻撃力UP[特大],-,　,ポイントライズ／絶,獲得する騎士団戦スコアが大アップ(バトル3回),-,　,-,-
1388.jpg,1388,セシル,UR,14,遠,"17,195","6,893","6,142",S+,"30,230",幻瞑の包囲陣／煌,敵全体に攻撃[特大],-,　,シャドウオーダー,騎士団全体の強襲CB率が小UP(3分間),-,　,-,-
1389.jpg,1389,コンラッド,SSR,12,打,"17,285","5,353","7,089",A-,"29,727",紫打の覇道,味方打属性の攻撃力をUP[大],-,　,ハイド／真,攻撃される確率が中DOWN(3分間),-,　,-,-
1394.jpg,1394,エステル,SSR,13,斬,"15,512","7,095","5,515",A+,"28,122",癒やしの光／絶,最もダメージが多い味方1人のHP回復[大],-,　,リザレクション／真,中確率でパーティ全員を復帰(全滅時のみ使用可),-,　,-,-
1396.jpg,1396,ニーナ,UR,14,斬,"17,168","7,892","6,351",S,"31,411",幻氷の縦十字／煌,十字型に攻撃[特大],-,　,エース／絶,パーティ全体の攻・防が大UP(3分間),-,　,-,-
1396_a.jpg,1396_a,ニーナ,UR,14,斬,22670,11042,8640,SS+,"42,352",幻氷の縦十字／煌＋,十字型に攻撃[超極大],-,　,エース／絶,パーティ全体の攻・防が大UP(3分間),-,　,-,-
1396_b.jpg,1396_b,ニーナ,UR,14,斬,21809,10664,8010,SS+,"40,483",幻氷の縦十字／煌,十字型に攻撃[特大],-,　,想い繋ぐ指先,パーティ全体の攻・防が極大UP(5分間),-,　,-,-
1398.jpg,1398,カリス,SSR,13,突,"17,045","5,818","5,994",SS-,"28,857",孤撃の言霊／絶,一定確率で敵を範囲不可にする[高確率],-,　,プロヴォーク／真,攻撃される確率が中UP(3分間),-,　,-,-
1400.jpg,1400,モーリス,UR,14,打,"24,895","6,033","8,337",A+,"39,265",沈黙の言霊／煌,一定確率で敵を沈黙状態にする[超高確率],-,　,シャドウ／真,バトル時の強襲CB率が中UP(3分間),-,　,-,-
1402.jpg,1402,フォルテ,SSR,13,遠,"18,944","6,611","4,289",S-,"29,844",地幻射の四連撃／真,ランダム4連続攻撃[中]自分の防御力UP[中],-,　,ジャガーノート／真,バトルで敵を全滅するとBPが中回復(バトル3回),-,　,-,-
1404.jpg,1404,ヴェロニク,SSR,13,突,"17,074","5,993","5,607",SS-,"28,674",天幻神の五連撃,ランダム5連続攻撃[小]自分の攻撃力UP[小],-,　,ランページ／真,バトルで獲得する騎士団戦スコアが中アップ(3分間),-,　,-,-
1406.jpg,1406,トルテ,UR,14,遠,"20,835","6,345","5,538",S+,"32,718",魔幻の閃光／煌,縦一列に攻撃[特大],-,　,ジャガーノート／絶,バトルで敵を全滅するとBPが大回復(バトル3回),-,　,-,-
1407.jpg,1407,ユージーン,SSR,13,突,"16,622","5,787","6,269",SS-,"28,678",天焔幻の一閃／絶,横一列攻撃[大]自分の攻撃力UP[大],-,　,アサルト／真,パーティ全体の攻撃力が中UP(3分間),-,　,-,-
1409.jpg,1409,ポーラ,SSR,13,斬,"17,249","6,616","5,574",A+,"29,439",天幻氷の縦十字／絶,十字型攻撃[大]自分の攻撃力UP[大],-,　,ステルス／真,強襲CBの発生確率・強襲時獲得ポイント中UP(3回),-,　,-,-
1411.jpg,1411,レティシア,UR,14,突,"19,420","5,782","7,165",SS+,"32,367",孤撃の言霊／煌,一定確率で敵を範囲不可にする[超高確率],-,　,アサルト／絶,パーティ全体の攻撃力が大UP(3分間),-,　,-,-
1413.jpg,1413,ヴァルム,SSR,13,打,"22,737","5,202","6,890",A-,"34,829",挑発の舞踏／真,一定確率で敵の攻撃を引き付ける[高確率],-,　,エースオーダー,騎士団全体の攻・防が小UP(3分間),-,　,-,-
1415.jpg,1415,キュオスティ,UR,14,遠,"18,775","6,552","5,900",S+,"31,227",遠翠の神威,味方遠属性の攻撃力をUP[特大],-,　,フォートレス／絶,パーティ全体の防御力が大UP(3分間),-,　,-,-
1415_a.jpg,1415_a,キュオスティ,UR,14,遠,26293,8841,8546,SS1,"43,680",遠翠の神威＋,味方遠属性の攻撃力をUP[超特大],-,　,フォートレス／絶,パーティ全体の防御力が大UP(3分間),-,　,-,-
1415_b.jpg,1415_b,キュオスティ,UR,14,遠,24403,8526,7958,SS1,"40,887",遠翠の神威,味方遠属性の攻撃力をUP[特大],-,　,迅風の剛閃弓,パーティ全体の防御力が極大UP(5分間),-,　,-,-
1417.jpg,1417,アンネ,SSR,13,遠,"17,154","5,915","5,211",S-,"28,280",暗闇の言霊／絶,一定確率で敵を暗闇状態にする[高確率],-,　,リヴァイブ／真遠翠,高確率で遠属性のユニットを復帰,-,　,-,-
1420.jpg,1420,メリオダス,UR,14,斬,"15,726","8,306","6,614",S,"30,646",魔幻の閃光／煌,縦一列に攻撃[特大],-,　,ポイントライズ／絶,獲得する騎士団戦スコアが大アップ(バトル3回),-,　,-,-
1422.jpg,1422,エリザベス,UR,14,遠,"19,249","6,690","5,851",S+,"31,790",光芒の聖護,味方全体の防御力をUP[大],-,　,オラクル／絶,パーティ全体のスキル発動率が大UP(3分間),-,　,-,-
1424.jpg,1424,ディアンヌ,SSR,13,打,"22,850","5,174","6,924",A-,"34,948",打鋭の四連星／真,ランダムで1～4連撃。攻撃毎に与ダメ2倍[低確率],-,　,キャッスルヴェール,城の強度Lvが小UP(3分間),-,　,-,-
1426.jpg,1426,バン,SSR,13,打,"19,485","5,446","6,959",S-,"31,890",強奪者の雷／絶,単体攻撃（宝箱優先／追加ダメージ）[大],-,　,ステルス／真,強襲CBの発生確率・強襲時獲得ポイント中UP(3回),-,　,-,-
1428.jpg,1428,キング,SSR,13,突,"17,027","5,842","5,987",SS-,"28,856",蒼突の聖天,味方突属性の攻撃力と防御力をUP[大],-,　,フォートレスオーダー,騎士団全体の防御力が小UP(3分間),-,　,-,-
1430.jpg,1430,ゴウセル,SSR,13,遠,"18,902","5,767","4,943",S-,"29,612",遠翠の略奪／絶,敵単体に攻撃しつつHP回復[大],-,　,アサルト／真,パーティ全体の攻撃力が中UP(3分間),-,　,-,-
1432.jpg,1432,マーリン,SSR,13,遠,"18,644","6,528","4,373",S-,"29,545",幻瞑の包囲陣／絶,敵全体に攻撃[大],-,　,ポイントライズ／真,獲得する騎士団戦スコアが中アップ(バトル3回),-,　,-,-
1433.jpg,1433,Deemo,SSR,13,斬,"16,638","7,072","5,034",A+,"28,744",魔幻の閃光／絶,縦一列に攻撃[大],-,　,ポイントライズ,獲得する騎士団戦スコアが小アップ(バトル3回),-,　,-,-
1434.jpg,1434,少女,SSR,13,突,"16,466","5,629","6,214",SS-,"28,309",蒼突の叡智 ,味方突属性の攻撃力と防御力をUP[中],-,　,アサルト,パーティ全体の攻撃力が小UP(3分間),-,　,-,-
1435.jpg,1435,ノリス,UR,14,斬,"18,117","7,525","6,331",S,"31,973",対紫の突風／煌,打に強く遠に弱い縦一列攻撃[特大],-,　,シャドウ／真,バトル時の強襲CB率が中UP(3分間),-,　,-,-
1439.jpg,1439,セネト,SSR,13,斬,"16,872","7,573","5,278",A+,"29,723",神威,自分の攻撃力をUP[特大],-,　,エース／真,パーティ全体の攻・防が中UP(3分間),-,　,-,-
1441.jpg,1441,ティナ,SSR,13,突,"17,159","5,562","5,355",SS1,"28,076",癒やしの光／絶,最もダメージが多い味方1人のHP回復[大],-,　,リザレクション／真,中確率でパーティ全員を復帰(全滅時のみ使用可),-,　,-,-
1443.jpg,1443,エックハルト,SSR,13,打,"23,085","5,118","6,995",A-,"35,198",地幻光の交叉線／絶,X字型攻撃[大]自分の防御力UP[大],-,　,カウンター／真,迎撃時にパーティ全体の攻・防が中UP(3分間),-,　,-,-
1445.jpg,1445,ラクロワ,UR,14,遠,"21,158","6,264","5,523",S+,"32,945",対蒼の薙風／煌,突に強く斬に弱い横一列攻撃[特大],-,　,シャドウ／真,バトル時の強襲CB率が中UP(3分間),-,　,-,-
1446.jpg,1446,オディロン,SSR,13,打,"19,823","5,246","7,986",A-,"33,055",打鋭の四連星,ﾗﾝﾀﾞﾑで1～4連撃。攻撃毎に与ﾀﾞﾒ2倍[低確率],-,　,プロヴォーク／絶,攻撃される確率が大UP(3分間),-,　,-,-
1447.jpg,1447,マリユス＆クー,SSR,12,斬,"15,802","6,325","5,046",A+,"27,173",覇道,自分の攻撃力をUP[大],-,　,ヒール／真,生存ユニットのHPを中回復,-,　,-,-
1449.jpg,1449,セウェルス,SSR,12,打,"18,032","5,674","6,441",A-,"30,147",紫打の聖護,味方打属性の防御力をUP[大],-,　,ポイントライズ／真,獲得する騎士団戦スコアが中アップ(バトル3回),-,　,-,-
1450.jpg,1450,セウェルス,SSR,13,打,"19,664","6,143","6,989",A-,"32,796",紫打の聖護,味方打属性の防御力をUP[大],-,　,ポイントライズ／真,獲得する騎士団戦スコアが中アップ(バトル3回),-,　,-,-
1451.jpg,1451,セウェルス,UR,14,打,"22,251","7,017","8,197",A+,"37,465",紫打の神護,味方打属性の防御力をUP[特大],-,　,ポイントライズ／絶,獲得する騎士団戦スコアが大アップ(バトル3回),-,　,-,-
1453.jpg,1453,リップス,SSR,13,斬,"18,123","7,073","5,018",A+,"30,214",対紫の薙風／絶,打に強く遠に弱い横一列攻撃[大],-,　,ポイントライズ／真,獲得する騎士団戦スコアが中アップ(バトル3回),-,　,-,-
1455.jpg,1455,ペネロペ,SSR,13,突,"18,640","5,548","5,749",SS-,"29,937",覇道消滅／光芒,敵全体の攻撃力をDOWN[大],-,　,アクセラレーター／真,パーティ全体の速度が中UP(3分間),-,　,-,-
1457.jpg,1457,ベルトラン,UR,14,打,"20,684","6,790","9,088",A+,"36,562",幻光の交叉線／煌,X字型に攻撃[特大],-,　,アサルト／絶,パーティ全体の攻撃力が大UP(3分間),-,　,-,-
1459.jpg,1459,デルトロ,SSR,13,遠,"18,885","6,590","4,301",S-,"29,776",浄化の一撃,単体固定ﾀﾞﾒｰｼﾞ+ｽﾃｰﾀｽDOWN解除,-,　,オラクル／真,パーティ全体のスキル発動率が中UP(3分間),-,　,-,-
1464.jpg,1464,ブラン,SSR,13,斬,"17,485","6,824","5,071",A+,"29,380",地雷幻の一撃／絶,敵単体攻撃[大]自分の防御力UP[大],-,　,ジャガーノート／真,バトルで敵を全滅するとBPが中回復(バトル3回),-,　,-,-
1466.jpg,1466,ティッキー,SSR,13,突,"16,597","5,828","5,787",SS-,"28,212",破天の四連撃／真,ランダムで4連固定ダメージ[中],-,　,リザレクション／真,中確率でパーティ全員を復帰(全滅時のみ使用可),-,　,-,-
1468.jpg,1468,ルギス,UR,14,斬,"17,359","7,981","6,292",S,"31,632",孤狼絶吼,X字型攻撃[特大]自分の攻撃力UP[特大],-,　,エース／絶,パーティ全体の攻・防が大UP(3分間),-,　,-,-
1470.jpg,1470,テレジア,UR,14,突,"19,292","5,722","7,207",SS+,"32,221",覆滅の焔,敵全体に攻撃[特大],-,　,オラクル／絶,パーティ全体のスキル発動率が大UP(3分間),-,　,-,-
1472.jpg,1472,ロイ,SSR,13,遠,"17,251","6,019","4,955",S-,"28,225",地幻射の五連撃 ,ランダムで5連続攻撃[小]自分の防御力UP[小],-,　,アサルトオーダー,騎士団全体の攻撃力が小UP(3分間),-,　,-,-
1474.jpg,1474,サリア,SSR,13,遠,"16,463","6,782","4,635",S-,"27,880",暗闇の言霊／絶,一定確率で敵を暗闇状態にする[高確率],-,　,ステルス／真,強襲CBの発生確率・強襲時獲得ポイント中UP(3回),-,　,-,-
1476.jpg,1476,エルヴァ,SSR,13,斬,"15,933","7,326","5,284",A+,"28,543",猛毒の言霊／絶,一定確率で敵を猛毒状態にする[高確率],-,　,カーズ,対戦騎士団全体のスキル発動率が小DOWN(3分間),-,　,-,-
1478.jpg,1478,カティア,SSR,13,斬,"16,329","7,514","5,149",A+,"28,992",地焔幻の一閃／絶,横一列攻撃[大]自分の防御力UP[大],-,　,エースオーダー,騎士団全体の攻・防が小UP(3分間),-,　,-,-
1480.jpg,1480,イルメリ,SSR,13,斬,"17,717","8,023","4,598",A+,"30,338",対紫の突風／絶,打に強く遠に弱い縦一列攻撃[大],-,　,アサルト／真,パーティ全体の攻撃力が中UP(3分間),-,　,-,-
